TEAM,PLAYER,AGE,MP,VORP
Cleveland Cavaliers,Alonzo Gee,24,29.0,0.3
Cleveland Cavaliers,Daniel Gibson,25,26.2,-0.1
Cleveland Cavaliers,Luke Harangody,24,11.0,-0.1
Cleveland Cavaliers,Manny Harris,22,17.5,0.0
Cleveland Cavaliers,Lester Hudson,27,24.2,-0.1
Cleveland Cavaliers,Kyrie Irving,19,30.5,2.4
Cleveland Cavaliers,Antawn Jamison,35,33.1,0.9
Cleveland Cavaliers,D.J. Kennedy,22,29.5,-0.1
Cleveland Cavaliers,Anthony Parker,36,25.1,0.1
Cleveland Cavaliers,Samardo Samuels,23,15.3,-0.7
Cleveland Cavaliers,Ramon Sessions,25,24.5,0.7
Cleveland Cavaliers,Mychel Thompson,23,19.0,-0.1
Cleveland Cavaliers,Tristan Thompson,20,23.7,-1.0
Cleveland Cavaliers,Ben Uzoh,23,6.5,0.1
Cleveland Cavaliers,Anderson Varejão,29,31.4,0.6
Cleveland Cavaliers,Luke Walton,31,14.2,-0.5
Dallas Mavericks,Kelenna Azubuike,28,6.0,-0.1
Dallas Mavericks,Rodrigue Beaubois,23,21.7,1.0
Dallas Mavericks,Brian Cardinal,34,6.3,-0.2
Dallas Mavericks,Vince Carter,35,25.3,0.8
Dallas Mavericks,Brendan Haywood,32,21.2,0.0
Dallas Mavericks,Yi Jianlian,24,6.8,-0.2
Dallas Mavericks,Dominique Jones,23,8.1,0.0
Dallas Mavericks,Jason Kidd,38,28.7,1.2
Dallas Mavericks,Ian Mahinmi,25,18.7,-0.1
Dallas Mavericks,Shawn Marion,33,30.5,1.2
Dallas Mavericks,Dirk Nowitzki,33,33.5,3.0
Dallas Mavericks,Lamar Odom,32,20.5,-0.3
Dallas Mavericks,Jason Terry,34,31.7,1.7
Dallas Mavericks,Delonte West,28,24.1,0.8
Dallas Mavericks,Brandan Wright,24,16.1,1.1
Denver Nuggets,Arron Afflalo,26,33.6,1.1
Denver Nuggets,Chris Andersen,33,15.2,0.5
Denver Nuggets,Corey Brewer,25,21.8,0.6
Denver Nuggets,DeMarre Carroll,25,5.3,0.0
Denver Nuggets,Wilson Chandler,24,26.9,-0.1
Denver Nuggets,Kenneth Faried,22,22.5,1.1
Denver Nuggets,Rudy Fernández,26,22.9,0.5
Denver Nuggets,Danilo Gallinari,23,31.4,1.3
Denver Nuggets,Jordan Hamilton,21,9.9,0.1
Denver Nuggets,Al Harrington,31,27.5,0.7
Denver Nuggets,Kosta Koufos,22,16.5,0.6
Denver Nuggets,Ty Lawson,24,34.8,2.8
Denver Nuggets,JaVale McGee,24,20.6,0.8
Denver Nuggets,Andre Miller,35,27.4,0.7
Denver Nuggets,Timofey Mozgov,25,15.6,-0.1
Denver Nuggets,Julyan Stone,23,8.1,0.2
Detroit Pistons,Will Bynum,29,14.3,-0.4
Detroit Pistons,Austin Daye,23,14.7,-0.5
Detroit Pistons,Ben Gordon,28,26.9,0.1
Detroit Pistons,Jonas Jerebko,24,22.9,0.2
Detroit Pistons,Brandon Knight,20,32.3,-0.3
Detroit Pistons,Vernon Macklin,25,5.9,0.1
Detroit Pistons,Jason Maxiell,28,22.6,-0.5
Detroit Pistons,Greg Monroe,21,31.5,2.6
Detroit Pistons,Tayshaun Prince,31,33.1,0.3
Detroit Pistons,Walker Russell,29,12.8,-0.3
Detroit Pistons,Rodney Stuckey,25,29.9,1.1
Detroit Pistons,Charlie Villanueva,27,13.8,0.1
Detroit Pistons,Ben Wallace,37,15.8,0.7
Detroit Pistons,Damien Wilkins,32,15.4,-0.5
Golden State Warriors,Earl Barron,30,4.5,0.0
Golden State Warriors,Keith Benson,23,3.0,0.0
Golden State Warriors,Andris Biedriņš,25,15.7,0.0
Golden State Warriors,Kwame Brown,29,20.8,-0.1
Golden State Warriors,Stephen Curry,23,28.2,1.2
Golden State Warriors,Monta Ellis,26,36.9,0.9
Golden State Warriors,Mickell Gladness,25,12.4,-0.2
Golden State Warriors,Richard Jefferson,31,26.4,0.6
Golden State Warriors,Charles Jenkins,22,17.5,-0.5
Golden State Warriors,David Lee,28,37.2,0.9
Golden State Warriors,Dominic McGuire,26,17.6,0.3
Golden State Warriors,Mikki Moore,36,16.9,-0.1
Golden State Warriors,Nate Robinson,27,23.4,0.7
Golden State Warriors,Brandon Rush,26,26.4,1.6
Golden State Warriors,Ish Smith,23,10.5,0.1
Golden State Warriors,Klay Thompson,21,24.4,0.2
Golden State Warriors,Jeremy Tyler,20,13.5,-0.8
Golden State Warriors,Ekpe Udoh,24,21.8,0.2
Golden State Warriors,Chris Wright,23,7.8,0.1
Golden State Warriors,Dorell Wright,26,27.0,1.2
Houston Rockets,Jeff Adrien,25,7.9,0.0
Houston Rockets,Earl Boykins,35,13.9,-0.1
Houston Rockets,Chase Budinger,23,22.4,1.0
Houston Rockets,Marcus Camby,37,24.1,1.4
Houston Rockets,Samuel Dalembert,30,22.2,0.7
Houston Rockets,Goran Dragić,25,26.5,1.7
Houston Rockets,Jonny Flynn,22,12.3,-0.3
Houston Rockets,Courtney Fortson,23,8.2,-0.1
Houston Rockets,Jordan Hill,24,14.7,0.1
Houston Rockets,Courtney Lee,26,30.3,0.9
Houston Rockets,Kyle Lowry,25,32.1,2.3
Houston Rockets,Kevin Martin,28,31.6,1.0
Houston Rockets,Marcus Morris,22,7.4,-0.2
Houston Rockets,Chandler Parsons,23,28.6,1.3
Houston Rockets,Patrick Patterson,22,23.2,-0.3
Houston Rockets,Luis Scola,31,31.3,0.0
Houston Rockets,Greg Smith,21,8.6,0.0
Houston Rockets,Hasheem Thabeet,24,4.6,-0.1
Houston Rockets,Terrence Williams,24,15.1,0.1
Indiana Pacers,Lou Amundson,29,12.6,-0.4
Indiana Pacers,Jeff Ayres,24,5.3,0.0
Indiana Pacers,Leandro Barbosa,29,19.8,0.3
Indiana Pacers,Darren Collison,24,31.3,0.9
Indiana Pacers,Kyrylo Fesenko,25,5.7,0.0
Indiana Pacers,Jeff Foster,35,12.8,0.1
Indiana Pacers,Paul George,21,29.7,2.7
Indiana Pacers,Danny Granger,28,33.3,2.5
Indiana Pacers,Tyler Hansbrough,26,21.8,0.1
Indiana Pacers,Roy Hibbert,25,29.8,1.7
Indiana Pacers,George Hill,25,25.5,1.4
Indiana Pacers,Dahntay Jones,31,16.2,0.0
Indiana Pacers,A.J. Price,25,12.9,0.1
Indiana Pacers,Lance Stephenson,21,10.5,-0.2
Indiana Pacers,David West,31,29.2,1.8
Los Angeles Clippers,Chauncey Billups,35,30.4,0.4
Los Angeles Clippers,Eric Bledsoe,22,11.6,0.0
Los Angeles Clippers,Caron Butler,31,29.7,0.0
Los Angeles Clippers,Brian Cook,31,7.6,-0.4
Los Angeles Clippers,Reggie Evans,31,13.8,-0.3
Los Angeles Clippers,Randy Foye,28,25.9,0.9
Los Angeles Clippers,Ryan Gomes,29,13.3,-0.4
Los Angeles Clippers,Blake Griffin,22,36.2,3.4
Los Angeles Clippers,Solomon Jones,27,9.6,-0.2
Los Angeles Clippers,DeAndre Jordan,23,27.2,0.9
Los Angeles Clippers,Travis Leslie,21,4.5,0.0
Los Angeles Clippers,Kenyon Martin,34,22.4,0.0
Los Angeles Clippers,Chris Paul,26,36.4,6.1
Los Angeles Clippers,Bobby Simmons,31,14.9,-0.2
Los Angeles Clippers,Trey Thompkins,21,5.0,-0.1
Los Angeles Clippers,Mo Williams,29,28.3,0.8
Los Angeles Clippers,Nick Young,26,23.5,-0.2
Los Angeles Lakers,Matt Barnes,31,22.9,1.3
Los Angeles Lakers,Steve Blake,31,23.3,-0.2
Los Angeles Lakers,Kobe Bryant,33,38.5,2.9
Los Angeles Lakers,Andrew Bynum,24,35.2,2.6
Los Angeles Lakers,Devin Ebanks,22,16.5,-0.2
Los Angeles Lakers,Derek Fisher,37,25.6,-0.5
Los Angeles Lakers,Pau Gasol,31,37.4,3.3
Los Angeles Lakers,Andrew Goudelock,23,10.5,-0.3
Los Angeles Lakers,Jason Kapono,30,10.0,-0.2
Los Angeles Lakers,Josh McRoberts,24,14.4,0.1
Los Angeles Lakers,Darius Morris,21,8.9,-0.2
Los Angeles Lakers,Troy Murphy,31,16.2,0.2
Los Angeles Lakers,Metta World Peace,32,26.9,0.6
Memphis Grizzlies,Tony Allen,30,26.3,1.4
Memphis Grizzlies,Gilbert Arenas,30,12.4,0.0
Memphis Grizzlies,Mike Conley,24,35.1,2.4
Memphis Grizzlies,Dante Cunningham,24,17.6,0.8
Memphis Grizzlies,Josh Davis,31,8.7,0.1
Memphis Grizzlies,Marc Gasol,27,36.5,3.1
Memphis Grizzlies,Rudy Gay,25,37.3,2.4
Memphis Grizzlies,Hamed Haddadi,26,5.9,0.0
Memphis Grizzlies,O.J. Mayo,24,26.8,1.3
Memphis Grizzlies,Jeremy Pargo,25,9.6,-0.6
Memphis Grizzlies,Quincy Pondexter,23,15.7,0.0
Memphis Grizzlies,Zach Randolph,30,26.3,0.4
Memphis Grizzlies,Josh Selby,20,8.5,-0.4
Memphis Grizzlies,Brian Skinner,35,4.0,0.0
Memphis Grizzlies,Marreese Speights,24,22.4,-0.4
Memphis Grizzlies,Sam Young,26,11.4,0.0
Miami Heat,Joel Anthony,29,21.1,0.5
Miami Heat,Shane Battier,33,23.1,1.1
Miami Heat,Chris Bosh,27,35.2,1.4
Miami Heat,Mario Chalmers,25,28.5,1.1
Miami Heat,Norris Cole,23,19.4,-1.4
Miami Heat,Eddy Curry,29,5.9,-0.2
Miami Heat,Terrel Harris,24,14.5,-0.3
Miami Heat,Udonis Haslem,31,24.8,-0.2
Miami Heat,Juwan Howard,38,6.8,-0.3
Miami Heat,LeBron James,27,37.5,7.6
Miami Heat,James Jones,31,13.1,0.3
Miami Heat,Mike Miller,31,19.3,0.4
Miami Heat,Dexter Pittman,23,8.6,-0.3
Miami Heat,Ronny Turiaf,29,17.0,0.1
Miami Heat,Dwyane Wade,30,33.2,4.0
Milwaukee Bucks,Andrew Bogut,27,30.3,0.2
Milwaukee Bucks,Jon Brockman,24,6.8,-0.3
Milwaukee Bucks,Carlos Delfino,29,28.5,0.8
Milwaukee Bucks,Mike Dunleavy,31,26.3,1.3
Milwaukee Bucks,Drew Gooden,30,26.2,1.1
Milwaukee Bucks,Tobias Harris,19,11.4,0.0
Milwaukee Bucks,Darington Hobson,24,7.8,-0.1
Milwaukee Bucks,Ersan İlyasova,24,27.6,1.6
Milwaukee Bucks,Stephen Jackson,33,27.4,-0.1
Milwaukee Bucks,Brandon Jennings,22,35.3,2.8
Milwaukee Bucks,Jon Leuer,22,12.1,0.2
Milwaukee Bucks,Shaun Livingston,26,18.8,0.2
Milwaukee Bucks,Luc Mbah a Moute,25,23.5,0.2
Milwaukee Bucks,Larry Sanders,23,12.4,0.0
Milwaukee Bucks,Beno Udrih,29,18.3,0.0
Minnesota Timberwolves,J.J. Barea,27,25.2,0.3
Minnesota Timberwolves,Michael Beasley,23,23.1,0.0
Minnesota Timberwolves,Wayne Ellington,24,19.1,-0.2
Minnesota Timberwolves,Wesley Johnson,24,22.6,0.0
Minnesota Timberwolves,Malcolm Lee,21,12.8,-0.1
Minnesota Timberwolves,Kevin Love,23,39.0,3.9
Minnesota Timberwolves,Darko Miličić,26,16.3,-0.2
Minnesota Timberwolves,Brad Miller,35,9.7,0.0
Minnesota Timberwolves,Nikola Peković,26,26.9,1.0
Minnesota Timberwolves,Anthony Randolph,22,15.2,0.2
Minnesota Timberwolves,Luke Ridnour,30,33.0,0.7
Minnesota Timberwolves,Ricky Rubio,21,34.2,1.1
Minnesota Timberwolves,Anthony Tolliver,26,17.3,-0.2
Minnesota Timberwolves,Martell Webster,25,24.3,0.1
Minnesota Timberwolves,Derrick Williams,20,21.5,0.0
New Orleans Hornets,Al-Farouq Aminu,21,22.4,-0.1
New Orleans Hornets,Trevor Ariza,26,32.9,1.1
New Orleans Hornets,Gustavo Ayón,26,20.1,1.2
New Orleans Hornets,Marco Belinelli,25,29.8,0.4
New Orleans Hornets,Jerome Dyson,24,20.0,-0.1
New Orleans Hornets,Jeff Foote,24,9.8,-0.1
New Orleans Hornets,Eric Gordon,23,34.4,0.3
New Orleans Hornets,Xavier Henry,20,16.9,-0.4
New Orleans Hornets,Jarrett Jack,28,34.0,1.4
New Orleans Hornets,Carldell Johnson,29,7.9,0.0
New Orleans Hornets,Chris Johnson,26,11.7,-0.1
New Orleans Hornets,Trey Johnson,27,5.5,0.0
New Orleans Hornets,Chris Kaman,29,29.2,0.2
New Orleans Hornets,Carl Landry,28,24.4,0.4
New Orleans Hornets,Emeka Okafor,29,28.9,0.3
New Orleans Hornets,Jason Smith,25,23.7,0.4
New Orleans Hornets,DaJuan Summers,24,13.9,-0.1
New Orleans Hornets,Lance Thomas,23,15.0,-0.4
New Orleans Hornets,Greivis Vásquez,25,25.8,0.4
New Orleans Hornets,Darryl Watkins,27,19.6,0.0
New York Knicks,Carmelo Anthony,27,34.1,2.7
New York Knicks,Renaldo Balkman,27,8.2,0.0
New York Knicks,Mike Bibby,33,14.3,0.0
New York Knicks,Tyson Chandler,29,33.2,2.2
New York Knicks,Baron Davis,32,20.5,0.0
New York Knicks,Toney Douglas,25,17.3,-0.6
New York Knicks,Landry Fields,23,28.7,1.0
New York Knicks,Dan Gadzuric,33,6.5,0.0
New York Knicks,Josh Harrellson,22,14.6,0.3
New York Knicks,Jared Jeffries,30,18.7,0.2
New York Knicks,Jerome Jordan,25,5.1,0.1
New York Knicks,Jeremy Lin,23,26.9,1.4
New York Knicks,Steve Novak,28,18.9,1.6
New York Knicks,Iman Shumpert,21,28.9,0.2
New York Knicks,J.R. Smith,26,27.6,1.0
New York Knicks,Amar'e Stoudemire,29,32.8,0.7
New York Knicks,Henry Walker,24,19.4,0.0
Oklahoma City Thunder,Cole Aldrich,23,6.7,0.1
Oklahoma City Thunder,Nick Collison,31,20.7,0.7
Oklahoma City Thunder,Daequan Cook,24,17.4,0.2
Oklahoma City Thunder,Kevin Durant,23,38.6,5.8
Oklahoma City Thunder,James Harden,22,31.4,3.1
Oklahoma City Thunder,Lazar Hayward,25,5.4,-0.2
Oklahoma City Thunder,Serge Ibaka,22,27.2,1.9
Oklahoma City Thunder,Royal Ivey,30,10.4,-0.1
Oklahoma City Thunder,Reggie Jackson,21,11.1,-0.2
Oklahoma City Thunder,Eric Maynor,24,15.2,0.0
Oklahoma City Thunder,Nazr Mohammed,34,11.0,-0.1
Oklahoma City Thunder,Kendrick Perkins,27,26.8,0.0
Oklahoma City Thunder,Ryan Reid,25,3.4,0.0
Oklahoma City Thunder,Thabo Sefolosha,27,21.8,0.6
Oklahoma City Thunder,Russell Westbrook,23,35.3,3.0
Orlando Magic,Ryan Anderson,23,32.2,3.0
Orlando Magic,Earl Clark,24,12.4,-0.4
Orlando Magic,Glen Davis,26,23.4,-0.4
Orlando Magic,Chris Duhon,29,19.5,0.1
Orlando Magic,Justin Harper,22,6.0,-0.2
Orlando Magic,Dwight Howard,26,38.3,3.3
Orlando Magic,Larry Hughes,33,12.7,-0.3
Orlando Magic,DeAndre Liggins,23,6.8,-0.1
Orlando Magic,Jameer Nelson,29,29.9,0.8
Orlando Magic,Daniel Orton,21,11.7,0.0
Orlando Magic,J.J. Redick,27,27.2,1.3
Orlando Magic,Jason Richardson,31,29.5,1.1
Orlando Magic,Quentin Richardson,31,18.0,0.1
Orlando Magic,Hedo Türkoğlu,32,31.2,0.5
Orlando Magic,Von Wafer,26,14.2,-0.1
Philadelphia 76ers,Lavoy Allen,22,15.2,0.0
Philadelphia 76ers,Tony Battie,35,10.9,-0.1
Philadelphia 76ers,Craig Brackins,24,6.3,-0.2
Philadelphia 76ers,Elton Brand,32,28.9,1.6
Philadelphia 76ers,Francisco Elson,35,3.2,0.0
Philadelphia 76ers,Spencer Hawes,23,24.9,0.8
Philadelphia 76ers,Jrue Holiday,21,33.8,1.3
Philadelphia 76ers,Andre Iguodala,28,35.6,3.3
Philadelphia 76ers,Jodie Meeks,24,24.9,0.5
Philadelphia 76ers,Xavier Silas,24,19.5,-0.1
Philadelphia 76ers,Evan Turner,23,26.4,0.3
Philadelphia 76ers,Nikola Vučević,21,15.9,0.0
Philadelphia 76ers,Lou Williams,25,26.3,2.5
Philadelphia 76ers,Thaddeus Young,23,27.9,1.8
Phoenix Suns,Shannon Brown,26,23.7,0.3
Phoenix Suns,Josh Childress,28,14.4,0.2
Phoenix Suns,Jared Dudley,26,31.1,1.7
Phoenix Suns,Channing Frye,28,26.1,1.2
Phoenix Suns,Marcin Gortat,27,32.0,2.3
Phoenix Suns,Grant Hill,39,28.1,0.4
Phoenix Suns,Robin Lopez,23,14.0,0.0
Phoenix Suns,Markieff Morris,22,19.5,0.0
Phoenix Suns,Steve Nash,37,31.6,2.7
Phoenix Suns,Ronnie Price,28,14.4,-0.2
Phoenix Suns,Michael Redd,32,15.1,-0.1
Phoenix Suns,Sebastian Telfair,26,14.9,0.1
Phoenix Suns,Hakim Warrick,29,14.4,-0.1
Portland Trail Blazers,LaMarcus Aldridge,26,36.3,2.5
Portland Trail Blazers,Luke Babbitt,22,13.4,0.0
Portland Trail Blazers,Nicolas Batum,23,30.4,2.0
Portland Trail Blazers,Jamal Crawford,31,26.9,0.7
Portland Trail Blazers,Raymond Felton,27,31.8,0.2
Portland Trail Blazers,J.J. Hickson,23,31.6,-0.1
Portland Trail Blazers,Wesley Matthews,25,33.8,1.3
Portland Trail Blazers,Joel Przybilla,32,16.6,-0.4
Portland Trail Blazers,Craig Smith,28,9.9,0.1
Portland Trail Blazers,Nolan Smith,23,12.3,-0.5
Portland Trail Blazers,Kurt Thomas,39,15.2,0.0
Portland Trail Blazers,Elliot Williams,22,6.2,0.1
Sacramento Kings,DeMarcus Cousins,21,30.5,0.6
Sacramento Kings,Tyreke Evans,22,34.3,0.8
Sacramento Kings,Jimmer Fredette,22,18.6,-0.4
Sacramento Kings,Francisco García,30,16.3,0.3
Sacramento Kings,Donté Greene,23,14.7,-0.1
Sacramento Kings,Chuck Hayes,28,19.2,-0.3
Sacramento Kings,Tyler Honeycutt,21,5.9,0.0
Sacramento Kings,Travis Outlaw,27,12.8,-0.2
Sacramento Kings,John Salmons,32,27.2,-0.5
Sacramento Kings,Isaiah Thomas,22,25.5,1.2
Sacramento Kings,Jason Thompson,25,25.9,0.5
Sacramento Kings,Marcus Thornton,24,34.9,1.4
Sacramento Kings,Hassan Whiteside,22,6.1,0.0
San Antonio Spurs,James Anderson,22,11.8,-0.3
San Antonio Spurs,DeJuan Blair,22,21.3,0.6
San Antonio Spurs,Matt Bonner,31,20.4,1.5
San Antonio Spurs,Derrick Byars,27,18.5,0.0
San Antonio Spurs,Eric Dawson,27,9.8,0.0
San Antonio Spurs,Justin Dentmon,26,9.5,-0.1
San Antonio Spurs,Ike Diogu,28,7.0,0.0
San Antonio Spurs,Tim Duncan,35,28.2,2.2
San Antonio Spurs,T.J. Ford,28,13.6,0.0
San Antonio Spurs,Manu Ginóbili,34,23.3,1.8
San Antonio Spurs,Danny Green,24,23.1,1.9
San Antonio Spurs,Cory Joseph,20,9.2,-0.2
San Antonio Spurs,Kawhi Leonard,20,24.0,2.1
San Antonio Spurs,Patty Mills,23,16.3,0.3
San Antonio Spurs,Gary Neal,27,21.5,0.6
San Antonio Spurs,Tony Parker,29,32.1,2.3
San Antonio Spurs,Tiago Splitter,27,19.0,1.1
San Antonio Spurs,Malcolm Thomas,23,5.0,0.0
Toronto Raptors,Solomon Alabi,23,8.7,0.0
Toronto Raptors,Alan Anderson,29,27.1,-0.1
Toronto Raptors,Andrea Bargnani,26,33.3,0.8
Toronto Raptors,Jerryd Bayless,23,22.7,0.6
Toronto Raptors,Rasual Butler,32,13.3,-0.3
Toronto Raptors,José Calderón,30,33.9,1.7
Toronto Raptors,Anthony Carter,36,8.7,-0.1
Toronto Raptors,Ed Davis,22,23.2,0.7
Toronto Raptors,DeMar DeRozan,22,35.0,-0.4
Toronto Raptors,Gary Forbes,26,14.9,0.2
Toronto Raptors,Aaron Gray,27,16.6,-0.3
Toronto Raptors,Amir Johnson,24,24.3,0.6
Toronto Raptors,James Johnson,24,25.2,1.3
Toronto Raptors,Linas Kleiza,27,21.6,0.0
Toronto Raptors,Jamaal Magloire,33,11.0,-0.5
Utah Jazz,Blake Ahearn,27,7.5,-0.1
Utah Jazz,Raja Bell,35,23.4,-0.1
Utah Jazz,Alec Burks,20,15.9,0.0
Utah Jazz,Jeremy Evans,24,7.5,0.4
Utah Jazz,Derrick Favors,20,21.2,0.3
Utah Jazz,Devin Harris,28,27.6,1.2
Utah Jazz,Gordon Hayward,21,30.5,1.8
Utah Jazz,Josh Howard,31,23.0,-0.4
Utah Jazz,Al Jefferson,27,34.0,3.0
Utah Jazz,Enes Kanter,19,13.2,-0.2
Utah Jazz,C.J. Miles,24,20.4,0.0
Utah Jazz,Paul Millsap,26,32.8,3.1
Utah Jazz,Jamaal Tinsley,33,13.7,-0.2
Utah Jazz,Earl Watson,32,20.7,0.2
Washington Wizards,Morris Almond,26,16.8,0.0
Washington Wizards,Andray Blatche,25,24.1,-0.4
Washington Wizards,Trevor Booker,24,25.2,0.4
Washington Wizards,Jordan Crawford,23,27.4,0.1
Washington Wizards,Maurice Evans,33,14.3,-0.1
Washington Wizards,Rashard Lewis,32,26.0,-0.3
Washington Wizards,Shelvin Mack,21,12.2,-0.1
Washington Wizards,Cartier Martin,27,23.0,0.1
Washington Wizards,Roger Mason,31,13.4,0.2
Washington Wizards,Hamady N'Diaye,25,1.0,0.0
Washington Wizards,Kevin Séraphin,22,20.6,0.1
Washington Wizards,Chris Singleton,22,21.7,-0.1
Washington Wizards,James Singleton,30,21.8,0.2
Washington Wizards,Edwin Ubiles,25,13.0,0.0
Washington Wizards,Jan Veselý,21,18.9,-0.2
Washington Wizards,John Wall,21,36.2,1.6
